,producto
16559,CINCHO PLASTICO 150 X 3.6 MM
16515,"TAPON HIDRAULICO C/CAMPANA 2"""
16542,UNION RUGO COBRE A COBRE 1/2 81-U
16540,LLAVE C/ESTOPERO 1/2 66-G RUGO
16517,"TEE P/CEMENTAR 2"" SANIT."
16518,"TEE P/CEMENTAR 4"" SANIT."
16519,"TEE P/CEMENTAR 6"" SANIT."
16520,"YEE PVC P/CEM. 1 1/2"""
16521,"YEE PVC P/CEM. 2"""
16522,"YEE PVC P/CEM. 4"""
16523,"YEE PVC RED.P/CEM. 4"" X 2"""
16525,BOYLER RHEEM INSTANTANEO 6 LTS
16526,BOLA FLOTADOR ROTOPLAS No.5
16541,LLAVE INSERCION ESPIGA 1/2 80-E RUGO
16527,ELECTRONIVEL ROTOPLAST
16529,MULTICONECTOR ROTOPLAST
16531,REPUESTO PASO 1 BLANCO (TINACO) ROTOPLAS
16532,REPUESTO PASO 2 NEGRO (COCINA) ROTOPLAS
16533,TINACO ROTOPLAS 1100 LTS.
16534,VALVULA DE LLENADO ROTOPLAS 1/2
16535,CARTUCHO RUGO ANTIGUO LARGO RI-98
16536,CARTUCHO RUGO P/LAVABO RB-73L
16537,CARTUCHO RUGO P/REGADERA 99010
16538,CARTUCHO RUGO 98CC
16528,FILTRO ROTOPLAS PASO 1 LAVABLE
16467,"ADAPTADOR HID. P/CEM. MACHO 1"""
16416,"TUBO COBRE T-M 1 1/4"""
16465,"ADAPTADOR HID. P/CEM. HEMBRA 2"""
16393,COPLE COBRE 3/4 C/TOPE
16394,"COPLE COBRE 3/4"""
16395,"COPLE CRE COBRE 1 1/2"""
16396,"COPLE CRE COBRE 1"""
16397,"COPLE CRE COBRE 1/2"""
16398,"COPLE CRE COBRE 3/4"""
16399,COPLE CRE COBRE RED. 1/2 X 3/8
16400,"COPLE CRI COBRE 1/2"""
16401,"COPLE CRI COBRE 3/4"""
16402,FLOTADOR COBRE No. 4
16403,FLOTADOR COBRE No. 6
16404,PICTEL GAS
16405,"RED. BUSHING COBRE 3/4"" X 1/2"""
16406,"RED. CAMPANA COB. 3/4""  X 1/2"""
16408,"TAPON CAPA COBRE 1/2"""
16409,"TAPON CAPA COBRE 3/4"""
16410,"TEE COBRE 1/2"""
16411,"TEE COBRE 3/4"""
16412,"TEE CRI CENTRO COB. 1/2"""
16392,"COPLE COBRE 1/2"""
16391,COPLE COBRE 1/2 C/TOPE
16390,"COPLE COBRE 1"" C/TOPE"
16389,"COPLE COBRE 1"""
16569,PIJA FIJADORA 10 X 38
16369,"NIPLE UNION 3/8"""
16370,"PUNTA POOL C/ROSCA CORTO 1/4"""
16371,"TUERCA CONICA GAS 1/2 """
16372,"TUERCA CONICA GAS 3/8"""
16373,"TUERCA CONICA RED. 3/8"" X 1/4"""
16374,"TUERCA CONICA RED. 3/8"" X 5/16"""
16375,TUERCA IZQUIERDA P/PICTEL NACOBRE
16377,TUERCA LOCA 3/8 P/GAS
16413,"TEE UNION GAS 3/8"""
16378,"TUERCA MACHO P/BARRIL 1/4"""
16380,VALVULA ANGULAR C/ROSCA NACOBRE
16381,VALVULA DE AGUJA C/ESPREA 3/8
16382,VALVULA DE PASO VAFF 3/8 X 3/8 AGUJA A.P
16383,CODO COBRE 45 X 1/2
16384,CODO COBRE 45 X 3/4
16385,"CODO COBRE 90 X 1"""
16386,"CODO COBRE 90 X 1/2"""
16387,"CODO COBRE 90 X 3/4"""
16388,"CODO CRI COBRE 1/2"""
16379,VALVULA ANGULAR C/BARRIL NACOBRE
16414,TUBO COBRE T-L 1/2
16415,"TUBO COBRE T-L 3/4"""
16417,"TUBO COBRE T-M 1"""
16444,LLAVE ESFERA CEM. PVC 1/2
16445,LLAVE ESFERA CEM. PVC 3/4
16446,"LLAVE ESFERA ROSC. PVC  1"""
16447,LLAVE ESFERA ROSC. PVC 1/2
16448,CARTUCHO DE SILICON PEPE NEGRO
16449,CARTUCHO SILICON ANTIHONGOS BLANCO
16450,CARTUCHO SILICON ANTIHONGOS TRANSPARENTE
16451,CARTUCHO SILICON FERRESILICON
16452,CARTUCHO SILICON PEPE TRANSP.
16443,LLAVE ESFERA CEM. PVC 1 1/2
16453,TUBO SILICON 125 GR. ANTIHONGOS
16455,SELLADOR PERMATEX 51-H 120 GR
16456,SELLADOR PERMATEX CAB. INDIO 56 GR
16457,MUEBLE CON LAVABO MANOLIN 36 X 36
16458,FLOTADOR POLIURETANO No. 4
16459,FLOTADOR POLIURETANO No. 5
16460,FLOTADOR POLIURETANO No. 6
16461,REGULADOR PRESIMEX MOD. 7000 A.P.
16462,"LLAVE PERICO 12"" PRETUL PET-12PPB"
16464,"REJILLA CROMADA 1/4 VTA. REX 4"""
16454,TUBO SILICON 75 GR. PENS
16466,"ADAPTADOR HID. P/CEM. HEMBRA 3/4"""
16442,"LLAVE ESFERA CEM. PVC  1"""
16439,BOMBA PERIFERICA 1/2 HP IGOTO
16418,"TUBO COBRE T-M 1/2"""
16419,"TUBO COBRE T-M 3/4"""
16420,"TUBO FLEXIBLE COB. 1/2"""
16421,"TUBO FLEXIBLE COB. 1/4"""
16422,"TUBO FLEXIBLE COB. 3/8"""
16423,"TUBO FLEXIBLE COB. 5/16"""
16424,"TUERCA UNION COB. 1"""
16425,"TUERCA UNION COB. 1/2"""
16426,"TUERCA UNION COB. 3/4"""
16440,LAVABO ORION COSMOS BLANCO
16427,"YEE COBRE 3/4"""
16430,REGULADOR 1 VIA NACOBRE RN-1AE
16431,REGULADOR 2 VIAS NACOBRE RN-2AE
16432,SEGUETA NICHOLSON BI METAL
16433,CARRETE SOL. OMEGA 50 X 50
16434,CARRETE SOL. OMEGA 95 X 5
16435,SOLDADURA OMEGA 50 X 50
16436,SOLDADURA OMEGA 95 X 5
16437,PEGAMENTO PITBULL 125 GR. AZUL OMEGA
16438,PEGAMENTO PITBULL 250 GR. AZUL OMEGA
16429,REGULADOR 1 VIA C/MAN. NACOBRE RN-1PME
16570,PIJA FIJADORA 8 X 25
16677,TAPA PARA TINACO CON ARILLO
16572,QUEMADOR CHICHARRONERO MEDIANO
16710,"ADAPTADOR PLUS HEMBRA 1/2"""
16711,"ADAPTADOR PLUS HEMBRA 3/4"""
16712,"ADAPTADOR PLUS MACHO 1"" "
16713,"ADAPTADOR PLUS MACHO 1/2"""
16714,"ADAPTADOR PLUS MACHO 3/4"""
16715,"CODO PLUS 45 X 1"""
16716,CODO PLUS 45 X 3/4
16717,"CODO PLUS 90 X 1"""
16718,CODO PLUS 90 X 1/2
16719,CODO PLUS 90 X 3/4
16721,CODO PLUS HEMBRA 1/2 (20 MM)
16722,CODO PLUS MACHO 1/2 (20 MM)
16724,"COPLE PLUS 1"" (32MM) "
16725,COPLE PLUS 1/2 (20MM)
16726,COPLE PLUS 3/4 (25MM)
16729,RED. PLUS 1 X 1/2 (32 X 20 MM)
16730,RED. PLUS 1 X 3/4 (32 X 25 MM)
16731,RED. PLUS 3/4 X 1/2 (25 X 20 MM)
16732,TAPON PLUS 1/2 (20 MM)
16709,"ADAPTADOR PLUS HEMBRA 1"""
16708,DADOS PLUS 3/4 (25 MM)
16707,TUERCA UNION PLUS 3/4 (25MM)
16706,TUERCA UNION PLUS 1/2 (20MM)
16676,TAPA P/MALOS OLORES (TAPACOOL) BLANCA
16678,LAVABO FAZENDA PREMIER BLANCO
16680,"TEE PVC HID 2"" CON CAMPANA"
16681,GUANTE NEGROS NITRILO
16684,YESO
16686,CUBIERTA SINKPRO TEM-8051 80CM 1TAR. 1ESC. DERECHO
16688,CONECTOR MOVIBLE BRONCE 1/2 
16689,KIT EMPAQUES CALENTADOR SOLAR
16690,BARRA D/MAGNESIO P/CALENTADOR SOLAR 
16733,TAPON PLUS 3/4 (25 MM)
16691,TUBO P/CALENTADOR SOLAR 
16694,THINER ESTÁNDAR
16695,PEGAMENTO TANGIT ROSA 240 GR.
16696,PEGAMENTO TANGIT ROSA 50 GR.
16697,PEGAMENTO TANGIT ROSA 500 GR.
16698,TANQUE P/GAS 20 KGS CILINDRO
16699,CALENTADOR DE CUBETA 15 LTS ALUMINIO 
16700,CALENTADOR DE CUBETA 20 LTS ALUMINIO
16703,CONECTOR Y METALICO TRUPER AD-2
16705,RED. PLUS 1 X 1/2 (32 X 20 MM)
16693,REPUESTO FLOTADOR  AUTOMATICO SQUARE D
16734,TEE PLUS 1 1/4 (40MM)
16735,"TEE PLUS 1"" (32 MM)"
16736,TEE PLUS 1/2 (20 MM)
16769,MANERAL URREA QUEEN C/CHAPETON GDE
16770,MANERAL URREA QUEEN S/CHAPETON GDE
16771,MEZCLADORA URREA P/FREGADERO 318 QC
16773,MEZCLADORA URREA P/LAVABO 46QC
16775,REGADERA URREA FIG. 3001-B 
16776,CESPOL URREA BOTE FIG. 3732
16777,CESPOL URREA P/LAV. FIG. 3702
16778,CESPOL URREA P/LAV. FIG. 3711
16779,CESPOL URREA P/LAV. FIG. 3712
16768,MANERAL URREA KING GDE
16780,DISCO URREA DURO P/REG. R207025
16784,ASIENTO VICAR MD. 91 BLANCO
16786,ASIENTO VICAR MD. 91 HUESO
16788,ASIENTO VICAR MD. 92 AZUL CIELO
16790,ASIENTO VICAR MD. 92 BLANCO
16793,GOZNE TORN. 101/104 BOLSA NATURAL
16794,PERA BISAGRA AQUAZALVO ZAKANY
16795,"TAQUETE PLASTICO 1/4"" "
16796,"TAQUETE PLASTICO 3/8"" "
16368,"NIPLE TERMINAL 3/8"" X 3/8"""
16783,RONDANA URREA CARTUCHO 312
16675,POLIDUCTO 3/4 C-40 (19 MM)
16764,"LLAVE T/ALTO FIG. 04-N 3/4"""
16762,LLAVE P/MING. 17 MG URREA 1/2
16737,TEE PLUS 3/4 (25 MM)
16738,TUBO PLUS  1 1/4 (40 MM)
16739,"TUBO PLUS 1"" (32 MM)"
16740,TUBO PLUS 1/2 (20 MM) 
16741,TUBO PLUS 3/4 (25 MM)
16742,"TUERCA UNION PLUS 1"" (32MM)"
16744,VALVULA ESF. PLUS 1/2 (20 MM)
16745,VALVULA ESF. PLUS 3/4 (25 MM)
16746,MASKING TAPE MEDIANO 18 X 50
16763,"LLAVE T/ALTO FIG. 04-N 1/2"""
16747,CARTUCHO URREA R470078
16749,CHECK COLUMPIO URREA 85N.19
16751,"LLAVE D/COMP. FIG. 783 1/2"" SOLD. URREA"
16752,"LLAVE D/COMPUERTA FIG. 83 1/2"" URREA"
16754,"LLAVE D/GLOBO FIG. 65 3/4"" URREA"
16757,"LLAVE D/NARIZ FIG. 19-N 1/2"" URREA"
16758,LLAVE D/NARIZ URREA 21.13
16759,LLAVE D/NARIZ URREA LMCO1.13 
16760,LLAVE EMPOTRAR P/REG. 52 URREA ROSC.
16761,LLAVE EMPOTRAR P/REG. 652 URREA SOLD.
16748,CARTUCHO URREA R470082
16571,PIJA FIJADORA 8 X 38
16674,"POLIDUCTO 2"" C-40 (50 MM)"
16672,"POLIDUCTO 1"" C-40 (25 MM)"
16597,VALVULA PARA COMAL A.P. 
16598,VALVULA PARA ESTUFA B.P.
16599,VALVULA PARA ESTUFON A.P.  V.CORTO
16600,VARILLA P/FLOTADOR CHICA
16601,VARILLA P/FLOTADOR MEDIANA
16602,FILTRO DE CARBON ACTIVADO 78 X 38
16603,CEMENTO BLANCO
16604,LAVADERO C/PILETA  DE CEM. 75 X 73 CM
16605,LAVADERO C/PILETA  DE CEM. COBIJERO 90 X 90 CM
16606,LAVADERO C/PILETA  DE CEM. INF. 60X60
16607,LAVADERO S/PILETA  DE CEM. 85 X 55 CM
16608,JUNTA PROEL C/CONO
16609,JUNTA PROEL S/CONO
16610,LAVABO ESQUINERO
16611,LAVABO INFANTIL
16612,TUERCA CONTRACANASTA GRANDE CON EMPAQUE
16614,BOLSA ESTOPA BLANCA
16616,COLADERA FOFO 25 X 25 ECO
16617,CONECTOR HULE 1 1/2 X 1 1/4
16596,VALVULA DE ALIVIO 1/2
16595,TUERCA PLANA P/LAVABO
16594,TEE BRONCE 1/2 UNIDOR
16593,REGADERA FIJA DE 4 X 1/2 BRONCE
16573,ACIDO MURIATICO 1 LT
16574,QUEMADOR DE ALUMIO C/TOBERA 3/4
16575,TUERCA CONTRACANASTA GRANDE CON EMPAQUE
16576,TUERCA P/CONTRA CANASTA
16577,ADAPTADOR ESPIGA BRONCE 1 1/4
16578,"ADAPTADOR ESPIGA BRONCE 1"""
16579,ADAPTADOR ESPIGA BRONCE 1/2
16580,"ADAPTADOR ESPIGA BRONCE 2"""
16581,ADAPTADOR ESPIGA BRONCE 3/4
16618,CONECTOR HULE 2 X 1 1/2
16582,ADAPTADOR ESPIGA BRONCE 3/8
16584,ADAPTADOR UNIDOR BRONCE DE 1/2
16585,CAMPANA P/QUEMADOR 1/4-1/4
16586,COPLE UNION FLARE 3/8
16587,ESPREA BARBER
16588,ESPREA QUEMADOR DE 1/4
16589,EXTENSION P/CHAPEON URREA URREA
16590,EXTENSION P/MANERAL URREA LARGA
16591,PIJA P/WC BRONCE
16592,RED. P/ TERMOSTATO
16583,ADAPTADOR HEMBRA BRONCE DE 1/2
16619,CONECTOR HULE 2 X 1 1/4
16620,EMPAQUE 01 CONICO P/LLAVE
16621,EMPAQUE 02 CONICO P/LLAVE
16650,TUBOS DE LAMINA 4
16651,TUBOS DE LAMINA 6
16652,TUBOS DE LAMINA 8
16653,TERMOPAR C/ENCENDIDO ELECTRONICO
16654,HILO P/PERA PERFECTA
16655,ADAPTADOR P/LAVADERO C/CONTRA 
16657,"BRIDA PARA TINACO 1 1/2"""
16658,MANGUERA 3/8 X 2 MTS NEGRA A.P.
16659,MANGUERA 3/8 X 3 MTS NEGRA A.P.
16649,SOPORTE UNIV. P/LAVABO ALUMINO 
16660,MANGUERA 3/8 X 4 MTS NEGRA A.P
16662,MANGUERA AHULADA AZUL  1/2
16664,MANGUERA TRAMADA VERDE 1/2
16665,MANGUERA TRAMADA VERDE 3/4
16666,PARCHE PARA TINACO
16667,PERILLA BAQUELITA
16668,PERILLA DE CONTROL DE TEMPERATURA
16669,PERILLA DE ENCENDIDO UNITROL
16670,"POLIDUCTO 1 1/2"" C-40 (38 MM)"
16671,"POLIDUCTO 1 1/4"" C-40 (32 MM)"
16661,MANGUERA 3/8 X 5 MTS NEGRA A.P
16673,POLIDUCTO 1/2 REFORZADO C-80 (13MM)
16648,SOPORTE P/LAV. LAMINA JGO
16646,SOMBRERO DE LAMINA 5
16622,EMPAQUE 06 PLANO 3/4 P/VASTAGO
16623,EMPAQUE 07 CONICO CIEGO
16624,EMPAQUE 09 ALIM. P/LLAVE P/WC
16625,EMPAQUE 12 ORING NEOPRENO 110
16626,EMPAQUE 19 CONECTOR DE LLAVE NARIZ
16627,EMPAQUE 24 PLANO P/LLAVE LAVABO
16629,EMPAQUE 34 ACOPLAR WC
16630,KIT EMPAQUES CUELLO MEZC.
16631,KIT EMPAQUES LLAVE 1/4 VTA.
16647,SOMBRERO DE LAMINA 6
16632,KIT EMPAQUES LLAVE NARIZ
16634,MANGUERA NEGRA GAS 3MTS C/REGULADOR
16635,COLADERA 10 X 10 C/TRAMPA INOX
16636,COLADERA 15 X 15  C/TRAMPA INOX
16638,REJILLA P/BOTE CESPOL DE TORNILLOS 
16640,CODO DE LAMINA 90 X 4
16641,QUEMADOR ESTRELLA DOBLE CON CODO
16642,REJILLA P/BOTE CESPOL DE 1/4 DE VUELTA 
16643,ROMPELLAMAS P/QUEMADOR
16645,SOMBRERO DE LAMINA 4
16633,KIT EMPAQUES REGADERA
16367,"NIPLE TERMINAL 3/8"" X 1/4"""
16233,ADAPTADOR CPVC MACHO 1/2
16365,LLAVE ESFERA COMPRESION 1/2 NACOBRE
16081,"ABRAZADERA P.V.C. 1/2"" X 3"""
16082,"ABRAZADERA P.V.C. 1/2"" X 4"""
16084,"ADAPTADOR EDOMEX INSERCION MACHO 3/4"""
16085,"CODO EDOMEX INSERCION 90 X 1"""
16086,"CODO EDOMEX INSERCION 90 X 3/4"""
16087,"CONECTOR MOVIBLE EDOMEX INSERCION 3/4"" X 1/2"""
16088,"COPLE EDOMEX INSERCION 1"""
16089,"COPLE EDOMEX INSERCION 1/2"""
16090,"COPLE EDOMEX INSERCION 3/4"""
16092,"COPLE EDOMEX INSERCION RED. 3/4"" X 1/2"""
16093,JUEGO CONECTOR MOVIBLE EDOMEX INSERCION 1/2
16095,"TEE EDOMEX INSERCION 1"" "
16096,"TEE EDOMEX INSERCION 1/2"" "
16098,PAQ. PILAS ENEGIZER D
16099,PILA ENERGIZER AAA
16100,CESPOL FAMA P/FREGADERO FLEXIBLE F-977I
16101,CESPOL FAMA P/LAVABO FLEXIBLE F-9770
16102,MEDIO CESPOL FAMA P/FREGADERO
16103,MEDIO CESPOL FAMA P/LAVABO
16080,"ABRAZADERA P.V.C. 1/2"" X 2"""
16079,"ABRAZADERA P.V.C. 1/2"" X 2 1/2"""
16078,CUBIERTA EB MD. M-101 80CM 1 TAR. 1 ESC.
16076,ADAPTADOR DURMAN GAS MACHO P/REG. 3/8 X 16
16050,"CHECK REJILLA DICA 1"""
16051,LLAVE EMPOTRAR P/REGADERA 4052 DICA
16052,KIT P/REGADERA CPVC DICA 416CPVC
16053,"BARRA DE SEGUERIDAD RECTA 1 1/4 X 18"" 4018.9"
16056,CESPOL DICA P/LAVABO FIG. 4207
16057,LLAVE INDIVIDUAL DICA P/LAV 4242IN
16058,LLAVE INDIVIDUAL DICA P/LAV 4245
16061,MANIJA P/W.C. PALANCA 3019 DICA
16062,MEZCLADORA DICA P/FREGADERO 4326 
16104,LIJA P/AGUA No.180
16063,MEZCLADORA DICA P/LAVABO FIG. 4037 
16065,MONOMANDO DICA P/REGADERA 4470
16066,MONOMANDO DICA REGADERA 4470E
16067,PORTA PAPEL DICA FIG. 1017
16068,LLAVE D/NARIZ DICA 4020 P/MANG.
16069,REGADERA DICA FIG. 4501-B
16070,REGADERA DICA FIG. 4513-B
16071,EXTENSION DICA P/CESPOL 3209
16074,PARRILLA ELECTRICA DISA 1 QUEMADOR
16075,TUBO SILICON  ALTA TEMP. NEGRO
16064,MEZCLADORA DICA P/LAVABO FIG. 4038 
16105,LIJA P/AGUA No.2000
16106,LIJA P/AGUA No.220
16107,LIJA P/AGUA No.240
16136,BROCA ALT. VEL. 5/64 GREENFIELD
16137,BROCA ALT. VEL. 7/32 GREENFIELD
16138,BROCA ALT. VEL. 9/64 GREENFIELD
16139,BROCA P/CONCRETO 3/16 X 4 GREENFIELD
16140,BROCA P/CONCRETO 5/16 X 4 GREENFIELD
16141,"BROCHA HITOOLS 1"" MANGO PLASTICO"
16142,"BROCHA HITOOLS 4"" MANGO DE PLASTICO"
16143,ADAPTADOR HULCEN INSERCION 1
16144,ADAPTADOR HULCEN INSERCION 1/2
16135,BROCA ALT. VEL. 5/32 GREENFIELD
16145,COPLE HULCEN INSERCION 1/2
16148,DESTAPADOR DE HULE HULCEN GRANDE
16149,NIPLE PLASTICO HULSEN 1/2
16150,ABRAZADERA OMEGA 1/2
16151,ABRAZADERA OMEGA 3/4
16152,ABRAZADERA OMEGA 3/8
16153,ABRAZADERA SIN FIN No. 10
16154,ABRAZADERA SIN FIN No. 12
16155,ABRAZADERA SIN FIN No. 16
16156,ABRAZADERA SIN FIN No. 20
16147,DESTAPADOR DE HULE HULCEN CHICO
16049,"CHECK REJILLA DICA 1 1/4"""
16134,BROCA ALT. VEL. 5/16 GREENFIELD
16132,BROCA ALT. VEL. 3/16 GREENFIELD
16108,LIJA P/AGUA No.600
16109,LIJA P/FIERRO GRUESA
16110,LIJA P/FIERRO MEDIANA
16112,LIJA POR METRO FANDELI
16113,PAQUETE FAZENDA GRIS
16114,WC FAZZENDA PREMIER BLANCO
16115,MONOMANDO FIDIC F9954 FREGADERO
16118,SOPLETE DE GAS BLISTER 2009
16119,COLADERA FLEXIMATIC ANTI OLORES 2260
16133,BROCA ALT. VEL. 3/32 GREENFIELD
16120,COLADERA FLEXIMATIC CUADRADA 2617
16122,COLADERA FLEXIMATIC PUSH 2249
16123,VALVULA ANTIRETORNO FLEXIMATIC 4
16124,PEGAMENTO CPVC 118 GR.
16125,PEGAMENTO CPVC 220 GR.
16126,PEGAMENTO CPVC 60 GR. 
16128,VALVULA DE T/BAJO FLUID MASTER400A133
16129,BROCA ALT. VEL. 1/16 GREENFIED
16130,BROCA ALT. VEL. 1/4 GREENFIELD
16131,BROCA ALT. VEL. 1/8 GREENFIELD
16121,COLADERA FLEXIMATIC P/TUBO 2264
16157,ABRAZADERA SIN FIN No. 24
16048,REGADERA DICA FIG. 4507-B
16046,DESPACHADOR ABS TOALLA 4104TS
15968,BOYLER LEÑA REFORZADO 40 LTS MONTERREY
15969,BOYLER LEÑA REFORZADO 60 LTS MONTERREY
15971,BOYLER ASCOT 12 LTS 
15972,BOYLER ASCOT 5 LTS
15973,BOYLER ASCOT 8 LTS
15974,"DISCO DIAMANTE 3252 4 1/2"" ECO DIAMOD "
15976,BOMBA BONASA I.BRONCE 1 HP
15978,BOMBA PERIFERICA 1/2 HP BONASA
15980,ELECTRONIVEL BONASA YY9333
15981,SELLO MECANICO 5/8
15982,QUEMADOR CALOREX DEPOSITO
15983,MODULO DE ENCENDIDO CALOREX
15984,TERMOPARA CALOREX C/ENCENDIDO ELECTRONICO
15985,TERMOSTATO PROTEC CALOREX
15986,MINGITORIO TERRA BLANCO CATO
15987,PAQUETE CERAMOSA ATENAS C/PEDESTAL BLANCO
15988,PAQUETE CERAMOSA ATENAS C/PEDESTAL MARFIL
15989,QUEMADOR VENTURY CINSA MODERNO
15990,PIEZO ELECTRICO P/TERMOSTATO CINSA
15967,LIMPIADOR P.V.C. 500 ML ARES
15961,TORNILLO P/ACOPLAR ANBEC 
15960,CHIFON BCE. ANBEC
15959,JUEGO HERRAJE DUAL FLUSH XN-10-13
16366,"NIPLE TERMINAL 3/8"" X 1/2"""
15940,CINTA AHISLAR PLASTICA 
15941,CINTA AISLAR PLASTICA NEGRA
15942,"TUBO DE POLIETILENO CORRUGADO DE 6"""
15943,TUBO C-40 HIDRAULICO DE 1 1/2
15944,TUBO C-40 HIDRAULICO DE 1/2
15945,"TUBO HID. C/CAM. 1 1/2"" RD 26"
15946,"TUBO HID. C/CAM. 2 1/2"" RD 26"
15947,"TUBO HID. C/CAM. 2"" RD 26"
15991,TINACO 1100 LTS CITIPLAS (BEIGE)
15948,"TUBO HID. C/CAM. 4"" RD 26"
15950,"TUBO HID. P/CEM. 1/2"" RD 13.5"
15951,"TUBO HID. P/CEM. 3/4"" RD 26"
15952,"TUBO PVC SANITARIO 1 1/2"""
15953,"TUBO PVC SANITARIO 2"""
15954,"TUBO PVC SANITARIO 3"""
15955,"TUBO PVC SANITARIO 4"""
15956,"TUBO PVC SANITARIO 6"""
15957,LLAVE DE CUADRO M-10 DE 1/2 ALFA
15958,LLAVE DE INSERCION NPT - COBRE I.30 DE 1/2 ALFA
15949,"TUBO HID. P/CEM. 1"" RD 26"
15992,TINACO 750 LTS CITIPLAS (NEGRO)
15993,CLAVO HERCULES CONCRETO 1
15995,VALVULA DE RELEVO HIDROSTATICO 1/2
16024,JUEGO DE HERRAJES COFLEX PS-A005
16025,MANGUERA COFLEX P/LAVADORA PL-102
16026,TAPON COFLEX PH-232 P/TINA
16027,TRAMPA COFLEX P/FREG. 2 TARJAS TF-110
16028,VALVULA DE LLENADO COMPAC. P-B3080
16029,ACOPLE COMPRESION COFLEX 1/2 NM-D01
16030,ACOPLE COMPRESION COFLEX 3/4 NM-D02
16031,CINTA TEFLON COFLEX 1/2
16032,"CINTA TEFLON COFLEX 3/4"""
16023,EMPAQUE ORRING COFLEX P/ PUNTA POOL
16034,MANGUERA COFLEX 3/8 X 3/8 100 CM
16036,MANGUERA COFLEX 3/8 X 3/8 300 CM
16037,MANGUERA COFLEX 3/8 X 3/8 500 CM
16038,MANGUERA COFLEX 3/8 X 3/8 60 CM
16039,MANGUERA COFLEX P/FREG. VINIL GRIS
16040,MANGUERA COFLEX P/LAV. VINIL GRIS
16041,MANGUERA COFLEX P/SANIT. VINIL GRIS
16042,MANGUERA COFLEX PIGTAIL 55 CM.
16043,MANGUERA PIGTAIL 1/4MX7/8IZQ-35CM COFLEX
16045,TELA MOSQUITERA PLAS. 120 CM
16035,MANGUERA COFLEX 3/8 X 3/8 200 CM
16047,REGADERA DICA FIG. 4506-B
16022,EMPAQUE COFLEX P/MANG. LAV. ER-A12
16020,CONTRA P/WC COFLEX DUAL P-B6022
15996,JUEGO CONECTOR MOVIBLE BCE. 1/2
15997,JUEGO CONECTOR MOVIBLE BCE. 3/4
16000,CANASTILLA COFLEX PH-072
16001,MANGUERA COFLEX 1/2 X 1/2 AB-C60
16002,PUNTA POOL CON ORING UPP-5 COFLEX
16003,TUERCA IZQ. C/MANERAL COFLEX UTI-14M
16004,VALVULA ANGULAR 2 SALIDAS IP-137 COFLEX
16005,VALVULA ANGULAR BARRIL IP-104 COFLEX 
16006,"MANGUERA COFLEX P/LAVABO ""T"" AL-T55"
16021,CUELLO FLEX. P/WC PB-115 COFLEX
16007,MANGUERA COFLEX P/LAVABO 1/2 X 1 MT
16009,"REJILLA COFLEX PC-402 INOX 4"" CIEGA"
16011,"BISAGRA COFLEX P-B6025 2"""
16012,"BISAGRA COFLEX P-B6026 2"""
16013,"BISAGRA COFLEX P-B6036 3"""
16015,"BRIDA COFLEX P/WC PB-150 3"""
16016,"BRIDA COFLEX P/WC PB-200 4"""
16017,"BRIDA COFLEX P/WC PB-300 4"" LARGA"
16018,CHUPON UNIVERSAL COFLEX P-B9030
16019,"CONTRA P/WC COFLEX 3"" P-B6031"
16008,MANGUERA COFLEX P/SANITARIO 1/2 X 50 LS-A50
16158,ABRAZADERA SIN FIN No. 32
16044,TANQUE ESTACIONARIO CYTSA 180 KGS.
16160,ABRAZADERA SIN FIN No. 6
16294,"NIPLE GALV. 1/2"" X 6"""
16295,"NIPLE GALV. 1/2"" X 8"""
16296,"NIPLE GALV. 1/2"" X 9"""
16297,"NIPLE GALV. 1/2"" X R.C."
16298,"NIPLE GALV. 1/4"" X 3"""
16299,"NIPLE GALV. 1/4"" X 6"""
16301,"NIPLE GALV. 2"" X R.C."
16302,"NIPLE GALV. 3"" X R.C."
16303,"NIPLE GALV. 3/4"" X 1 1/2"""
16304,"NIPLE GALV. 3/4"" X 10"""
16305,"NIPLE GALV. 3/4"" X 2"""
16306,"NIPLE GALV. 3/4"" X 4"""
16307,"NIPLE GALV. 3/4"" X R.C."
16308,"NIPLE GALV. 3/8"" X 2"""
16309,"NIPLE GALV. 3/8"" X 3"""
16310,"NIPLE GALV. 3/8"" X 6"""
16311,"NIPLE GALV. 3/8"" X R.C."
16312,"RED. BUSHING GALV. 1 1/2"" X 1"""
16313,"RED. BUSHING GALV. 1 1/4"" X 1"""
16293,"NIPLE GALV. 1/2"" X 4"""
16292,"NIPLE GALV. 1/2"" X 3"""
16291,"NIPLE GALV. 1/2"" X 3 1/2"""
16290,"NIPLE GALV. 1/2"" X 2"""
16266,"CODO GALV. 90 X 2"""
16268,"CODO GALV. 90 X 3/4"""
16269,"CODO GALV. 90 X 3/8"""
16270,"CODO NIPLE GALV. 1/2"""
16272,"COPLE GALV. 1 1/4"""
16273,"COPLE GALV. 1"""
16274,"COPLE GALV. 1/2"""
16275,"COPLE GALV. 1/4"""
16276,"COPLE GALV. 2"""
16314,"RED. BUSHING GALV. 1 1/4"" X 1/2"""
16277,"COPLE GALV. 3/4"""
16280,"NIPLE GALV. 1 1/4"" X 3 1/2"
16281,"NIPLE GALV. 1 1/4"" X 4"""
16282,"NIPLE GALV. 1 1/4"" X 8"""
16283,"NIPLE GALV. 1 1/4"" X R.C."
16285,"NIPLE GALV. 1""  X 2"""
16286,"NIPLE GALV. 1""  X 7"""
