,producto,marca,material,mediana_diaria,sigma_robusta,stock_seguro,ss/6,ss/20,ss/100,ss/200,punto_reorden,rop/6,rop/20,rop/100,rop/200
2047,CALENTADOR SOLAR NOVOSOL 15 TUBOS A. INOX.,SOLARIS,INOX,1,0,0,0,0,0,0,8,1,0,0,0
2048,CAMPANA HIDRAULICA DE 1 1/2,REXOLIT,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
2049,"BROCHA HITOOLS 6"" MANGO DE PLASTICO",HITOOLS,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2050,BULTO CANFRANC JUNTA PISO NEGRO ,CANFRANC,PASTA,1,0,0,0,0,0,0,8,1,0,0,0
2051,BULTO CANFRANC PEGAZULEJO PLUS,CANFRANC,PASTA,1,0,0,0,0,0,0,8,1,0,0,0
2052,BULTO PEGA AZULEJO CREST,CREST,PASTA,1,0,0,0,0,0,0,8,1,0,0,0
2053,BULTO PEGAZULEJO PISO S/PISO PEGALEZA,PEGALEZA,CEMENTO,1,0,0,0,0,0,0,8,1,0,0,0
2054,CADENA PILIDA DE 1/4 FIERRO,FIERRO,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
2055,"CODO HID. P/CEM. 90 X 4""",REXOLIT,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
2056,CODO HID.DE 2 1/2 X 90 CAMPANA,REXOLIT,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
2057,CODO MACHO DURMAN 3/8 X 1/2,DURMAN,METAL,1,0,0,0,0,0,0,8,1,0,0,0
2058,"CODO NIPLE GALV. 1 1/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
2059,"CODO NIPLE GALV. 1""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
2060,"CODO NIPLE GALV. 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
2061,"CODO GALV. 90 X 3/8""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
2062,CALENTADOR SOLAR NOVOSOL 10 TUBOS A. INOX,SOLARIS,INOX,1,0,0,0,0,0,0,8,1,0,0,0
2063,CLAVIJA USO RUDO BASE METALICA TRIFASICA CLAVI-006,CNX,METAL,1,0,0,0,0,0,0,8,1,0,0,0
2064,CODO 2 X 45 PVC UNICOPLE,REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
2065,CODO 4 X 90 ANGER,REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
2066,"CODO COB. RED. 1"" X 3/4",NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2067,CINTA AISLANTE NEGRA X 18 MTS,3M,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2068,CINTA AISLAR PLASTICA NEGRA,3M,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2069,CINTA CANELA CAFE,3M,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2070,CINTA CANELA TRANSPARENTE,3M,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2071,CINTA DE ESPUMA DOBLE CARA 19 X 5 MTS,HBMEX,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2072,CINTA DOBLE CARA 18 X 33 MTS,HBMEX,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2073,CINTA PARA DUCTOS 2 X 45.7 CM,SCOTCH,ADHESIVO,1,0,0,0,0,0,0,8,1,0,0,0
2074,CINTA PARA SEÑALIZACION TRUPER AMARILLA BAN-PRO-1000,TRUPER,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2075,CINTA TEFLON MUELLER 1/2,MUELLER,TEFLON,1,0,0,0,0,0,0,8,1,0,0,0
2076,CISTERNA CITIJAL AZUL 2500 LTS,CITIJAL,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2077,CISTERNA CITIJAL AZUL 5000 LTS,CITIJAL,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2078,CODO ESPREA CALOREX 5 1/6 X 3/8,CALOREX,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2079,CARTUCHO DE SILICON PEPE NEGRO,PENS,SILICON,1,0,0,0,0,0,0,8,1,0,0,0
2080,CAMPANA SANAIRE ESM.0.76 NEGRO,SANAIRE,ESMALTADA,1,0,0,0,0,0,0,8,1,0,0,0
2081,CAMPANA SANAIRE ESM.0.76 SILVER,SANAIRE,ESMALTADA,1,0,0,0,0,0,0,8,1,0,0,0
2082,CAMPANA SANAIRE ESM.1.06 ALMENDRA,SANAIRE,ESMALTADA,1,0,0,0,0,0,0,8,1,0,0,0
2083,CAMPANA SANAIRE ESM.1.06 BLANCO,SANAIRE,ESMALTADA,1,0,0,0,0,0,0,8,1,0,0,0
2084,CAMPANA SANAIRE ESM.1.06 NEGRO,SANAIRE,ESMALTADA,1,0,0,0,0,0,0,8,1,0,0,0
2085,CAMPANA SANAIRE ESM.1.06 SILVER,SANAIRE,ESMALTADA,1,0,0,0,0,0,0,8,1,0,0,0
2086,CAMPANA SOLD. 3/8 X 1/2 GAS,NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2087,CANASTILLA COFLEX PH-070,COFLEX,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
2088,CANASTILLA COFLEX PH-072,COFLEX,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
2089,CANDADO DE HIERRO IUSA TOTAL 32 MM,IUSA,METAL,1,0,0,0,0,0,0,8,1,0,0,0
2090,CANDADO DE HIERRO IUSA TOTAL 38 MM,IUSA,METAL,1,0,0,0,0,0,0,8,1,0,0,0
2091,CANDADO DE HIERRO IUSA TOTAL 50 MM,IUSA,METAL,1,0,0,0,0,0,0,8,1,0,0,0
2092,CISTERNA CITIPLAS VERTICAL AZUL 1100 LTS,CITIPLAS,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2093,CLAVIJA CONVERTIDOR NARANJA TP1024,SIN MARCA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2094,CARTUCHO CERAMICO ECONOMICO IZQ.R2800444,URREA,CERAMICO,1,0,0,0,0,0,0,8,1,0,0,0
2095,"CODO ESTUFA 3/8"" X 1/2""",NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2096,"CODO ESTUFA 3/8"" X 3/8""",NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2097,"CODO GALV. 45 X 1 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
2098,CODO CPVC 90 X 1/2 OREJA,MUELLER,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
2099,CODO CPVC 90 X 1/2 OREJA C/INS. BCE.,MUELLER,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
2100,"CODO CRE COBRE 1""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
2101,"CODO CRE COBRE 1/2""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
2102,"CODO CRE COBRE 3/4""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
2103,"CODO CRI COBRE 1""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
2104,"CODO CRI COBRE 1/2""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
2105,"CODO CRI COBRE 3/4""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
2106,CODO DE LAMINA 45 X 3,SIN MARCA,LAMINA,1,0,0,0,0,0,0,8,1,0,0,0
2107,"CODO COBRE 90 X 1 1/2""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
2108,"CODO COBRE 90 X 1 1/4""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
2109,CODO CPVC 45 X 1 1/2,MUELLER,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
2110,CODO CPVC 90 X 1 1/4,MUELLER,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
2111,CANDADO DE LATON IUSA TOTAL 20 MM,IUSA,METAL,1,0,0,0,0,0,0,8,1,0,0,0
2112,CANDADO DE LATON IUSA TOTAL 30 MM,IUSA,METAL,1,0,0,0,0,0,0,8,1,0,0,0
2113,CAMPANA HIDRAULICA DE 2 ,REXOLIT,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
2114,CAMPANA HIDRAULICA DE 2 1/2,REXOLIT,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
2115,"CAMPANA HIDRAULICA DE 4""",REXOLIT,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
2116,"CAMPANA HIDRAULUICA DE 3""",REXOLIT,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
2117,CAMPANA INOVA 50CM BLANCA,INOVAMEX,LAMINA,1,0,0,0,0,0,0,8,1,0,0,0
2118,CAMPANA INOVA 50CM NEGRA,INOVAMEX,LAMINA,1,0,0,0,0,0,0,8,1,0,0,0
2119,CAMPANA INOVA 80CM NEGRA,INOVAMEX,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
2120,"CAMPANA NIPLE 1/2"" X 3/8""",NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2121,"CAMPANA NIPLE 3/8"" X 1/2""",NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2122,"CAMPANA NIPLE 3/8"" X 1/4""",NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2123,"CAMPANA NIPLE 3/8"" X 3/8""",NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2124,CAMPANA P/QUEMADOR 1/4-1/2,SIN MARCA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2125,CAMPANA P/QUEMADOR 1/4-1/4,SIN MARCA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2126,CODO CPVC 45 X 1 1/4,MUELLER,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
2127,LLAVE TEMPORIZADORA ANBEC MEZL112,ANBEC,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
2128,MANERAL DICA DE PALANCA EMPOTRAR MPL,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2129,MANERAL DICA FUTURA AMBAR CHICO,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2130,MANERAL DICA GDE MQN.9,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2131,MANERAL DICA GDE MRE,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2132,MANERAL DICA HEXAGONAL GRANDE CROMO,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2133,MANERAL DICA KDG GDE,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2134,MANERAL DICA MCG GDE,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2135,MANERAL DICA MCR GDE,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2136,"LLAVE PERICO 12"" PRETUL PET-12PPB",PRETUL,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
2137,"LLAVE PERICO 6"" PRETUL PET-6PPB",PRETUL,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
2138,"LLAVE PERICO 8"" PRETUL PET-8PPB",PRETUL,METAL,1,0,0,0,0,0,0,8,1,0,0,0
2139,"LLAVE PERICO DE 10"" IUSA TOTAL",IUSA,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
2140,"LLAVE PERICO DE 8"" IUSA TOTAL",IUSA,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
2141,BOYLER LEÑA MAGAMEX 40 LTS,MAGAMEX,LAMINA,1,0,0,0,0,0,0,8,1,0,0,0
2142,LLAVE PORTA GARRAFON BLANCA ,SIN MARCA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2143,LLAVE PORTA GARRAFON ZAKANY 006,ZAKANY,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2144,LLAVE RUGO DE NARIZ PLASTICO 40040,RUGO,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2145,"LLAVE STILSON TRUPER 10"" STI-10",TRUPER,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
2146,"LLAVE STILSON TRUPER 14"" STI-14",TRUPER,METAL,1,0,0,0,0,0,0,8,1,0,0,0
2147,"LLAVE T/ALTO FIG. 04-N 1/2""",URREA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2148,"LLAVE T/ALTO FIG. 04-N 3/4""",URREA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2149,LLAVE IND. P/FREG. 7F RUGO,RUGO,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2150,LLAVE IND. P/FREG. GF-AQU300 MIBER,MIBER,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2151,LLAVE IND. P/LAVABO 16-B RUGO,RUGO,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2152,LLAVE INDIVIDUAL DICA 4243IN,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2153,LLAVE INDIVIDUAL DICA P/LAV 4242IN,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2154,LLAVE INSERCION 40FN 1/2 URREA,URREA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2155,LLAVE INSERCION ESPIGA 1/2 80-E RUGO,RUGO,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2156,LLAVE NARIZ ANBEC LLAC1423,ANBEC,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2157,"LLAVE PLOMERO TRUPER 12"" LLAP-12",TRUPER,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
2158,MANGUERA COFLEX 3/8 X 3/8 200 CM,COFLEX,VINIL,1,0,0,0,0,0,0,8,1,0,0,0
2159,MANERAL URREA CHICO FUTURA AMBAR,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2160,MANERAL URREA CHICO QUEEN,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2161,MANERAL URREA CHICO SIENA,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2162,MANERAL URREA CHICO VC.1,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2163,MANERAL URREA GDE MC,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2164,MANERAL URREA KING GDE,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2165,MANERAL URREA QUEEN C/CHAPETON GDE,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2166,MANERAL URREA QUEEN S/CHAPETON GDE,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2167,MANERALES DICA MCG.1 GRANDES,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2168,MANERALES DICA MMG.9 GRANDES INOX MINIMALISTA,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2169,MANGUERA 3/8 X 2 MTS NEGRA A.P.,SIN MARCA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2170,MANGUERA 3/8 X 3 MTS NEGRA A.P.,SIN MARCA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2171,MANGUERA 3/8 X 4 MTS NEGRA A.P,SIN MARCA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2172,MANGUERA 3/8 X 5 MTS NEGRA A.P,SIN MARCA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
2173,LLAVE TEMP. RUGO 53001 P/MING.,RUGO,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2174,MANERAL DICA MTG.1 GDE,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2175,MANERAL DICA QDG GDE,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2176,MANERAL HELVEX DIAMANTE CHICO C-4,HELVEX,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2177,MANERAL HELVEX TRITON GRANDE C-12,HELVEX,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2178,MANERAL QUEEN AMBAR GDE NACOBRE,NACOBRE,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
2179,MANERAL QUEEN AZUL GDE NACOBRE,NACOBRE,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
2180,MANERAL QUEEN HUMO GDE NACOBRE,NACOBRE,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
2181,MANERAL QUEEN TRANSPARENTE GDE NACOBRE,NACOBRE,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
2182,MANERAL RUGO JGO CRUCETA CROMADO GRANDE MCRE,RUGO,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2183,MANERAL RUGO JGO CRUZ NEGRO GRANDE MCMEN,RUGO,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2184,MANERAL RUGO JGO SENA CROMADO GRANDE MCSG,RUGO,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2185,MANERAL URREA CHICO COHC,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2186,MANERAL URREA CHICO CRUZETA NIZA,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2187,LLAVE T/BAJO FIG. 4005 1/2,DICA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2188,LLAVE TEMP. DICA 4210 P/LAVABO,DICA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2189,MANERAL DICA MGG GDE,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2190,LLAVE EMPOTRAR P/REGADERA PLUS 1/2,TUBOPLUS,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2191,LLAVE EMPOTRAR P/REGADERA SOLD. 4653MRC,DICA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2192,LLAVE EMPOTRAR P/REGADERA TUBOPLUS 1/2,TUBOPLUS,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2193,LLAVE EMPOTRAR RUGO 41 E SOLD.,RUGO,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2194,LLAVE ESFERA  1 1/4 ROS. MUELLER,MUELLER,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2195,"LLAVE ESFERA 1 1/2"" C/ROSC. IUSA",IUSA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2196,LLAVE ESFERA 1 1/4 SOLD. MUELLER,MUELLER,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2197,"LLAVE ESFERA 1 1/4"" C/ROSC. IUSA",IUSA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2198,"LLAVE ESFERA 1"" C/ROSC. IUSA",IUSA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2199,"LLAVE ESFERA 1"" SOLD. IUSA",IUSA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2200,"LLAVE ESFERA 1/2"" C/ROSC. IUSA",IUSA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2201,LLAVE DE GLOBO 400 LBS -1/2,IUSA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2202,LLAVE DE GLOBO MUELLER DE 1/2 ROSC.,MUELLER,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2203,LLAVE DE GLOBO MUELLER DE 1/2 SOLD.,MUELLER,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2204,LLAVE DE GLOBO MUELLER DE 3/4 ROSC.,MUELLER,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2205,LLAVE P/MING. 17 MG URREA 1/2,URREA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2206,LLAVE DE INSERCION NPT - COBRE I.30 DE 1/2 ALFA,ALFA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2207,LLAVE DE SEGURIDAD VRR02 1/2 URREA ,URREA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2208,LLAVE DE T/ALTO DE 1/2 NACOBRE ,NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2209,LLAVE DE T/BAJO 05N 1/2 URREA,URREA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2210,LLAVE DICA P/MIGITORO 4091,DICA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2211,"LLAVE EDOMEX D/NARIZ C/ROSCA 1/2""",EDO-MEX,PVC,1,0,0,0,0,0,0,8,1,0,0,0
2212,LLAVE EMPOTRAR P/REG. 4652 DICA SOLD.,DICA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2213,LLAVE EMPOTRAR P/REG. 52 URREA ROSC.,URREA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2214,LLAVE EMPOTRAR P/REG. 652 URREA SOLD.,URREA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2215,LLAVE EMPOTRAR P/REG. 9052 1/4 VTA. URREA,URREA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2216,LLAVE EMPOTRAR P/REG. 9652 1/4 VTA. URREA,URREA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2217,LLAVE D/NARIZ CROMADA C/ LLAVE,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2218,LLAVE D/NARIZ DICA 4019C CROMADA ,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2219,LLAVE D/NARIZ DICA 4020 P/MANG.,DICA,LATON,1,0,0,0,0,0,0,8,1,0,0,0
2220,"LLAVE D/NARIZ FIG. 19-N 1/2"" URREA",URREA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2221,LLAVE DE GLOBO MUELLER DE 3/4 SOLD.,MUELLER,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2222,LLAVE PARA TANQUE DE GAS PRETUL LL-GA,PRETUL,METAL,1,0,0,0,0,0,0,8,1,0,0,0
2223,LLAVE PARA TANQUE DE GAS TRUPER LL-GA,TRUPER,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
2224,"LLAVE PERICO 10"" PRETUL PET-10PPB",PRETUL,METAL,1,0,0,0,0,0,0,8,1,0,0,0
2225,"LLAVE ESFERA ROSC. PVC  1""",PCP,PVC,1,0,0,0,0,0,0,8,1,0,0,0
2226,LLAVE ESFERA ROSC. PVC 1 1/2,PCP,PVC,1,0,0,0,0,0,0,8,1,0,0,0
2227,LLAVE ESFERA ROSC. PVC 1/2,PCP,PVC,1,0,0,0,0,0,0,8,1,0,0,0
2228,"LLAVE ESFERA ROSC. PVC 2""",PCP,PVC,1,0,0,0,0,0,0,8,1,0,0,0
2229,LLAVE ESFERA ROSC. PVC 3/4,PCP,PVC,1,0,0,0,0,0,0,8,1,0,0,0
2230,LLAVE ESFERA SOL.NAC. 1 1/4,NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2231,LLAVE ESFERA SOLD. 1/2 NACOBRE,NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
2232,LLAVE HAR.00 3/8 FLAIR 3/8 FLAIR,IUSA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2233,LLAVE HAR.02 3/8 FLAIR 1/2 SOLD.,IUSA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2234,LLAVE HAR.04 1/2 SOLD 1/2 SOLD.,IUSA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2235,LLAVE HAR.07 3/8 FLAIR 1/2 ROSC.,IUSA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2236,LLAVE IND. P/FREG. 4018 DICA,DICA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2237,LLAVE EMPOTRAR P/REGADERA C-4052,NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2238,LLAVE ESFERA 1/4 C/ROSC. MUELLER,MUELLER,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2239,"LLAVE ESFERA 2"" C/ROSC. IUSA",IUSA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2240,"LLAVE ESFERA 2"" SOL. MUELLER",MUELLER,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2241,"LLAVE ESFERA 3/4"" C/ROSC. IUSA",IUSA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2242,"LLAVE ESFERA 3/4"" SOLD. IUSA",IUSA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2243,LLAVE ESFERA 3/8 C/ROSC. MUELLER,MUELLER,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2244,LLAVE ESFERA 565 ROSCABLE 1/2 URREA,URREA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2245,LLAVE ESFERA 565 ROSCABLE 3/4 URREA,URREA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2246,"LLAVE ESFERA CEM. PVC  1""",PCP,PVC,1,0,0,0,0,0,0,8,1,0,0,0
2247,LLAVE ESFERA CEM. PVC 1/2,PCP,PVC,1,0,0,0,0,0,0,8,1,0,0,0
2248,"LLAVE ESFERA CEM. PVC 2""",PCP,PVC,1,0,0,0,0,0,0,8,1,0,0,0
2249,LLAVE ESFERA CEM. PVC 3/4,PCP,PVC,1,0,0,0,0,0,0,8,1,0,0,0
2250,LLAVE ESFERA COMPRESION 1/2 NACOBRE,NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2251,LLAVE EMPOTRAR P/REGADERA 4052 DICA,DICA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2252,LLAVE EMPOTRAR P/REGADERA 4652CPVC DICA,DICA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2253,"LLAVE ESFERA 1/2"" SOLD. IUSA",IUSA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
2254,MEZCLADORA URREA P/FREGADERO 320,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2255,MEZCLADORA URREA P/FREGADERO 324LB,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2256,MEZCLADORA URREA P/LAVABO 13CL,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2257,MEZCLADORA URREA P/LAVABO 163.1 ,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2258,MEZCLADORA URREA P/LAVABO 252 ,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2259,MEZCLADORA URREA P/LAVABO 252SA ,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2260,MEZCLADORA URREA P/LAVABO 46 ,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2261,MEZCLADORA FREGADERO C338 NACOBRE,NACOBRE,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2262,MEZCLADORA FREGADERO MZF811FC,CNX,LATON,1,0,0,0,0,0,0,8,1,0,0,0
2263,MEZCLADORA FREGADERO MZM812,CNX,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2264,MEZCLADORA LAVABO 55ES URREA,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2265,MEZCLADORA LAVABO MZL4120C,CNX,LATON,1,0,0,0,0,0,0,8,1,0,0,0
2266,MEZCLADORA MAXIMS FREGADERO F8075N,MAXIMS,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
2267,MEZCLADORA MIBER FLEXIBLE GF-AQ301,MIBER,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
